,Title,Employee,Location,type,Expire_date,catogry
132,Senior Analyst – Business Transformation | Ekala - Ja Ela,Accenture Lanka,Gampaha,Full-Time,26/05/2022 ,business-management
133,EY Brand Marketing and  Communications - Executive  ,Ernst & Young,Colombo,Full-Time,26/05/2022 ,business-management
134,Assistant General Manager (Finance) ,National Livestock Development Board,Colombo,Permanent,24/05/2022 ,business-management
135,Junior Executive - Payroll,Accenture Lanka,Colombo,Full-Time,26/05/2022 ,business-management
136,HR Associate ,Ernst & Young,Colombo,Full-Time,26/05/2022 ,business-management
137,Management Trainee Programme ,Ernst & Young,Colombo,Full-Time,26/05/2022 ,business-management
138,Finance Manager,State Ministry of Rural Housing and Construction and Building Materials Industries Promotion,Colombo,Contract Basis,19/05/2022 ,business-management
139,Manager - Finance ,Company Name Withheld 508,Colombo,Full-Time,26/05/2022 ,business-management
140,Industry Analyst ,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,business-management
141,Executive  Assistant ,Emergen Life Sciences (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,business-management
142,Deputy Analyst – F&A (Order to Cash),Accenture Lanka,Colombo,Full-Time,26/05/2022 ,business-management
143,Personal Assistant  - Boralesgamuwa ,Rovel Lanka (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,business-management
144,Management Trainee - Colombo / Gampaha/ Negombo,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha",Full-Time,26/05/2022 ,business-management
145,Analyst - F&A (Oder to Cash),Accenture Lanka,Colombo,Full-Time,26/05/2022 ,business-management
146,"Deputy Analyst (Junior Executive) – Human Resource Operations - Avissawella, Katunayake, Polonnaruwa & Giritale",Accenture Lanka,"Colombo,Gampaha,Po...",Full-Time,26/05/2022 ,business-management
147,Analyst – Business Transformation | Ekala - Ja Ela,Accenture Lanka,"Colombo,Gampaha",Full-Time,26/05/2022 ,business-management
148,Marketing Officer - Leasing,LOLC Development Finance,Colombo,Full-Time,26/05/2022 ,business-management
149,Finance & Accounting Executive – 1 Year Contract (Ekala - Ja Ela) ,Accenture Lanka,"Colombo,Gampaha",Contract Basis,26/05/2022 ,business-management
150,Manager - Credit Management,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,business-management
151,"Digital Insights Manager, Global Publishing Services ",HSBC Bank,Colombo,Full-Time,26/05/2022 ,business-management
152,Agency Manager / Field Manager / Regional Sales Manager / Senior Regional Sales Manager,Company Name Withheld 524,Colombo,Full-Time,26/05/2022 ,business-management
153,Personal Assistant To Managing Director,Nawaloka Hospitals PLC,Colombo,Full-Time,26/05/2022 ,business-management
154,Tele Sales & Marketing Executives - (Female/Male),Global Processing Services Pvt Ltd,Colombo,Full-Time,26/05/2022 ,business-management
155,Assistant Manager - Quality Assurance | Ja Ela,Ideal Group,Colombo,Full-Time,26/05/2022 ,business-management
156,Sales Executive ,Adams Décor (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,business-management
157,Manager - IT Governance,Nations Trust Bank,Colombo,Full-Time,26/05/2022 ,business-management
158,Business Development Associates (Credit Cards & Personal Loans) - Colombo,HSBC Sri Lanka,Colombo,Full-Time,26/05/2022 ,business-management
159,Senior Business Analyst ,ICT Agency of Sri Lanka,Colombo,Part-Time,26/05/2022 ,business-management
160,Community Service Manager - Full Time / Part Time,Council for Public Policy,Colombo,Full-Time or Part-Time,19/05/2022 ,business-management
161,Senior Production Manager ,JoLanka (Pvt) Ltd.,"Galle,Colombo,Kalu...",Full-Time,26/05/2022 ,business-management
162,Marketing Executives,Green Engineering Systems (Pvt) Ltd,"Gampaha,Colombo",Full-Time,26/05/2022 ,business-management
163,ERP Consultant - Internship,Ernst & Young,Colombo,Full-Time,17/05/2022 ,business-management
164,Real Estate Agents - Southern Province,Re/Max Southern Properties,"Galle,Hambantota,M...",Full-Time,26/05/2022 ,business-management
165,Junior Operations Assistant (Female) ,XpressJobs ,Colombo,Full-Time,17/05/2022 ,business-management
166,Student Counsellor ,Pride International - Education & Migration Consultants,Colombo,Full-Time,26/05/2022 ,business-management
167,Marketing Executive,AIA Holdings (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,business-management
168,Marketing Executives,FLITS – Future Links Institute of Technological Studies,Colombo,Full-Time,26/05/2022 ,business-management
169,Overseas Students Counselors,AIA Holdings (Pvt) Ltd,Colombo,Full-Time,26/05/2022 ,business-management
170,Store Manager - Kandy / Kurunegala,ODEL PLC,"Kandy,Kurunagala",Full-Time,25/05/2022 ,business-management
171,Procurement Manager – Logistics Operations & 3P Manufacturing,Unilever Sri Lanka,Colombo,Full-Time,26/05/2022 ,business-management
172,Business Analyst Cum IT Solutions Architect,Abans PLC,Colombo,Full-Time,25/05/2022 ,business-management
173,Accounts Executive / Senior Accounts Executive,Emerging Media,Colombo,Full-Time,26/05/2022 ,business-management
174,Manager - Business Analytics,Unilever Sri Lanka,Colombo,Full-Time,26/05/2022 ,business-management
175,Department Manager - Fashion,ODEL PLC,Colombo,Full-Time,25/05/2022 ,business-management
176,Receptionist cum Admin Officer,Ranwatta & Company ,Colombo,Full-Time,26/05/2022 ,business-management
177,Fund Manager,Sri Lanka Navy,Colombo,Permanent,05/06/2022 ,business-management
178,Manager - Audit & Assurance,BDO Partners,Colombo,Full-Time,26/05/2022 ,business-management
179,Branch Manager | Hingurakgoda / Malabe / Homagama,LOLC Development Finance,"Gampaha,Polonnaruwa...",Full-Time,26/05/2022 ,business-management
180,Restaurant Manager | Ahangama - Galle,Concordia Investments Pvt Ltd,Galle,Full-Time,25/05/2022 ,business-management
181,Senior Brand Projects Executive,Unilever Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
182,Wealth Planners - Premier Agency Circle ,AIA Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
183,Manager - Brand Reputation,BA Training Group,Colombo,Full-Time,25/05/2022 ,business-management
184,Sales Officers - Eastern Province,Dialog Finance PLC,"Ampara,Trincomalee,...",Full-Time,25/05/2022 ,business-management
185,Country Finance Manager ,Unilever Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
186,Agency Managers/ Agency Leaders & Financial Advisors  - Colombo ,Company Name Withheld 503,Colombo,Full-Time,25/05/2022 ,business-management
187,Executive - Enrolments,VIEC Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
188,Sales Officers - North Central Province,Dialog Finance PLC,"Anuradhapura,Polonn...",Full-Time,25/05/2022 ,business-management
189,Assistant Manager Sales / Sales Executives / Sales Trainees,Company Name Withheld 526,Colombo,Full-Time,25/05/2022 ,business-management
190,Sales Executives / Assistant Business Promotion Manager / Business Promotion Manager ,Company Name Withheld 527,Colombo,Full-Time,25/05/2022 ,business-management
191,Sales Executive ,Australian Talent Network,"Colombo,Anuradhapur...",Full-Time,25/05/2022 ,business-management
192,Assistant Vice President Change Manager - Global Data Services,HSBC Bank,Colombo,Full-Time,25/05/2022 ,business-management
193,Deputy Relationship Manager - Branch Credit,Nations Trust Bank,Colombo,Full-Time,25/05/2022 ,business-management
194,Trainee Business Development Officers - Male,Reputed Bank In Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
195,Relationship Executive,ONEPAY,Colombo,Full-Time,17/05/2022 ,business-management
196,Business Editor,Media Services (Private) Limited (LMD),Colombo,Full-Time,25/05/2022 ,business-management
197,Assistant Manager - Academic Operations,ESOL College,Colombo,Full-Time,25/05/2022 ,business-management
198,Finance Business Partner – Modern Trade,Unilever Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
199,Trainee Sales Officers - Eastern Province,Dialog Finance PLC,"Ampara,Trincomalee,...",Full-Time,25/05/2022 ,business-management
200,Business Analyst,DMS Software Technologies (Pvt) Ltd,Colombo,Full-Time,25/05/2022 ,business-management
201,Fund Accountant,HSBC Bank,Colombo,Full-Time,25/05/2022 ,business-management
202,Partner Acquisition Specialist - Male,The Jobhouse,Colombo,Full-Time,25/05/2022 ,business-management
203,Business Development Officers - Male,Reputed Bank In Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
204,Sales Executive -Male,Furnex Global (PVT) LTD,Colombo,Full-Time,25/05/2022 ,business-management
205,Engineering / Maintenance Coordinator  - Office In Charge (HVAC & R),GTA Refrigeration Private Limited,Colombo,Full-Time,25/05/2022 ,business-management
206,Associate Manager - Internal Audit - Darley Road Insurance Premises,LOLC Holdings PLC,Colombo,Full-Time,25/05/2022 ,business-management
207,Project Manager,DMS Software Technologies (Pvt) Ltd,Colombo,Full-Time,25/05/2022 ,business-management
208,Assistant Manager - CRM & Data Analytics,Pizza Hut Sri Lanka,Colombo,Full-Time,25/05/2022 ,business-management
209,Assistant - Financial Crime Compliance (Transaction monitoring),Nations Trust Bank,Colombo,Full-Time,25/05/2022 ,business-management
