,Title,Employee,Location,type,Expire_date,catogry
85,Backend PHP Engineer,Ofload,"WorkingFromHome,I...",Full-Time,17/05/2022 ,supply-chain-procurement
86,Data Entry Operator - Peliyagoda,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 ,supply-chain-procurement
87,ගබඩා සහයක | Warehouse Assistant - Seeduwa,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 ,supply-chain-procurement
88,Operation Supervisor - Peliyagoda / Enderamulla,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,18/05/2022 ,supply-chain-procurement
89,ගබඩා සහයක / සහයිකා - ‍රාජගිරිය | Warehouse Assistant Male / Female - Rajagiriya,John Keells Logistics (Pvt) Ltd,Colombo,Full-Time,18/05/2022 ,supply-chain-procurement
90,Assistant Manager - Procurement and Supply Chain,Softlogic Restaurants Pvt Ltd,Colombo,Full-Time,17/05/2022 ,supply-chain-procurement
91,Senior Associate / Supervising Associate – GDS S2P Enablement,EY Global Delivery Services,Colombo,Full-Time,17/05/2022 ,supply-chain-procurement
92,Assistant Stores Executive -  Puttalam,Ideal Group,Puttalam,Full-Time,25/05/2022 ,supply-chain-procurement
93,Warehouse Assistant ,Softlogic GLOMARK,"Colombo,Gampaha,Ku...",Full-Time,17/05/2022 ,supply-chain-procurement
94,Executive / Senior Executive - Costing and Supply Chain Management,Abans PLC,Colombo,Full-Time,25/05/2022 ,supply-chain-procurement
95,Order Packing Executive,SOKO (Limerock Management),Colombo,Full-Time,25/05/2022 ,supply-chain-procurement
96,Transport Supervisor,John Keells Logistics (Pvt) Ltd,"Colombo,Gampaha",Full-Time,17/05/2022 ,supply-chain-procurement
97,Assistant Manager / Manager - Supply Chain | Welipenna,Ideal Group,Kalutara,Full-Time,25/05/2022 ,supply-chain-procurement
98,Stores Executive | Yakkala,Ideal Group,Gampaha,Full-Time,25/05/2022 ,supply-chain-procurement
99,Local Purchasing Executive - Male | Wellawatta ,Abans PLC,Colombo,Full-Time,17/05/2022 ,supply-chain-procurement
100,Store Keeper,Shinsei Lanka Japan (Pvt) ltd,Colombo,Full-Time,25/05/2022 ,supply-chain-procurement
101,SAP ABAP,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,20/05/2022 ,supply-chain-procurement
102,රීච් ට්‍රක් රථ ක්‍රියාකරු | Reach Truck Operator - කෙරවලපිටිය (දිවා/රාත්‍රී සේවා මුරය),Keells ,Colombo,Full-Time,20/05/2022 ,supply-chain-procurement
103,ගබඩා සහයක - කෙරවලපිටිය (දිවා/රාත්රී),Keells ,Colombo,Full-Time,20/05/2022 ,supply-chain-procurement
104,Yard Executive | Seeduwa,Abans PLC,Gampaha,Full-Time,20/05/2022 ,supply-chain-procurement
105,Senior Executives / Executives - Sales & Marketing | Kurunegala,Abans PLC,Kurunagala,Full-Time,20/05/2022 ,supply-chain-procurement
106,Retail Store Manager,ODEL PLC,Colombo,Full-Time,25/05/2022 ,supply-chain-procurement
107,Sales Executives / Rate Executive ,Chrisslogix (Pvt) Ltd,Colombo,Full-Time,20/05/2022 ,supply-chain-procurement
108,Wharf Clerk (Air Freight) | Katunayake,Abans PLC,Gampaha,Full-Time,20/05/2022 ,supply-chain-procurement
109,Purchasing Coordinator,KRAMSKI Lanka (Pvt) Limited,"Colombo,Gampaha",Full-Time,20/05/2022 ,supply-chain-procurement
