,Title,Employee,Location,type,Expire_date,catogry
48,Sales Officer - Colombo ,Dialog Finance PLC,Colombo,Full-Time,30/05/2022 ,banking
49,Senior Retail Sales Associates (Credit Cards) ,HSBC Sri Lanka,Colombo,Full-Time,26/05/2022 ,banking
50,Junior Operations Assistant - Mahiyanganaya,Citizens Development Business Finance PLC (CDB),Badulla,Full-Time,27/05/2022 ,banking
51,Intern - IT (Robotics Process Automation),Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,27/05/2022 ,banking
52,Business Analyst	,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
53,Senior Business Analyst	,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
54,Junior Operations Assistant - Boralesgamuwa,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,27/05/2022 ,banking
55,Junior Operations Assistant - Matugama,Citizens Development Business Finance PLC (CDB),Kalutara,Full-Time,27/05/2022 ,banking
56,Branch Managers / In - Charge,Asia Asset Finance PLC,"Colombo,Kandy,Jaff...",Full-Time,27/05/2022 ,banking
57,Testing Automation /  Testing Selenium – Manager,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
58,Senior - Consulting Data Analytics Testing,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
59,Product Owner	,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
60,Consulting -Digital & Emerging Technologies – Technical Project Manager ,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
61,Senior - Consulting Administrative Support Assistant ,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
62,Consulting Digital & Emerging Technologies – Java Senior ,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
63,Consulting Digital & Emerging Technologies – .Net Senior ,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
64,Consulting  Automation Testing Senior,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
65,Consulting Administrative Support Assistant,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
66,Manager (Solution Architect),EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
67,Consulting Digital & Emerging Technologies – Java Staff,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
68,Assistant Manager - Consulting Administrative Support Assistant ,EY Global Delivery Services,Colombo,Full-Time,27/05/2022 ,banking
69,Investment Analyst,Commercial Bank of Ceylon PLC,Colombo,Full-Time,27/05/2022 ,banking
70,Trainee Sales Officers - Sabaragamuwa Province ,Dialog Finance PLC,"Kegalle,Ratnapura",Full-Time,27/05/2022 ,banking
71,Fund Manager,Commercial Bank of Ceylon PLC,Colombo,Full-Time,27/05/2022 ,banking
72,Associate Tech Lead - Java,Commercial Bank of Ceylon PLC,Colombo,Full-Time,27/05/2022 ,banking
73,Trainee Sales Officers - Uva Province,Dialog Finance PLC,"Badulla,Moneragala",Full-Time,27/05/2022 ,banking
74,Junior Internal Auditor - Male,Java Institute For Advanced Technology,Colombo,Full-Time,20/05/2022 ,banking
75,Sales Officers - Sabaragamuwa Province,Dialog Finance PLC,"Kegalle,Ratnapura",Full-Time,27/05/2022 ,banking
76,"Web Production Officer, Global Publishing Services",HSBC Bank,Colombo,Full-Time,27/05/2022 ,banking
