,Title,Employee,Location,type,Expire_date,catogry
71,බේකරී අංශය  - Chef De Partie / Demi Chef De Partie / Commi I / Commi II / Commi III | Islandwide,LAUGFS Super,"Colombo,IslandWide",Urgent,17/05/2022 ,school-leavers
72,Sales Officer - Colombo ,Dialog Finance PLC,Colombo,Full-Time,30/05/2022 ,school-leavers
73,TikTok Marketing Executive/ Content Creater  (Hybrid) ,XpressJobs ,"Colombo,WorkingFro...",Part-Time,30/05/2022 ,school-leavers
74,Delivery Riders - Kurunegala (Male/Female) - Pickme Flash,PickMe,Kurunagala,Full-Time,30/05/2022 ,school-leavers
75,මුදල් අයකැමි - Cashier | Islandwide,LAUGFS Super,IslandWide,Urgent,17/05/2022 ,school-leavers
76,Trainee Shift Managers | Colombo,Pizza Hut Sri Lanka,Colombo,Full-Time,30/05/2022 ,school-leavers
77,Vacancies for School Leavers,Durdans Hospital,Colombo,Full-Time,20/05/2022 ,school-leavers
78,Trainee Sales Officers - Western Province,Dialog Finance PLC,"Colombo,Gampaha,Ka...",Full-Time,30/05/2022 ,school-leavers
79,Delivery Riders - Kandy (Male/Female) - Pickme Flash,PickMe,Kandy,Full-Time,30/05/2022 ,school-leavers
80,"WALK IN INTERVIEW : Crew Member/ Kitchen Helper -  (කොළඹ 05, නාවල, ගල්කිස්ස, කොළඹ 03, තලවතුගොඩ) | Full'r",Giga Foods Pvt Ltd,IslandWide,Full-Time,20/05/2022 ,school-leavers
81,Walk In Interview : Skilled - Mechanic / Painter / Technician / Tinker / Lubricant Technician / Auto AC Electrician / Auto Parts Assistant,Ideal Group,"Hambantota,Puttalam...",Full-Time,17/05/2022 ,school-leavers
82,Customer Service Executive (Male/Female),Copreus (Pvt) Ltd,Colombo,Full-Time,19/05/2022 ,school-leavers
83,Delivery Rider (Full- Time) - Mount Lavinia ( TACO BELL),Pizza Hut Sri Lanka,Colombo,Full-Time,20/05/2022 ,school-leavers
84,Delivery Riders - (Full-Time) - Kottawa | Male TACO BELL),Pizza Hut Sri Lanka,Colombo,Full-Time,19/05/2022 ,school-leavers
85,Graphic Designer,NEOMED INTERNATIONAL,Colombo,Full-Time,26/05/2022 ,school-leavers
86,Intern - Technical,John Keells Office Automation (Pvt) Ltd.,Colombo,Full-Time,19/05/2022 ,school-leavers
87,Delivery Rider (Full- Time) - Delgoda,Pizza Hut Sri Lanka,Colombo,Full-Time,27/05/2022 ,school-leavers
88,Intern - Admin / Operations ,John Keells Office Automation (Pvt) Ltd.,Colombo,Full-Time,19/05/2022 ,school-leavers
89,Delivery Rider (Full- Time) - Horana,Pizza Hut Sri Lanka,Gampaha,Full-Time,27/05/2022 ,school-leavers
90,Delivery Rider (Full- Time) - Kalmunai,Pizza Hut Sri Lanka,Batticaloa,Full-Time,27/05/2022 ,school-leavers
