,Title,Employee,Location,type,Expire_date,catogry
57,වාහන පින්තාරු කරුවන් | Auto Spray Painters | Ekala,Solex Group of Companies,Gampaha,Full-Time,18/05/2022 ,automobile
58,Heavy Vehicle Mechanic | බර වාහන කාර්මික,Ideal Group,Colombo,Full-Time,18/05/2022 ,automobile
59,Vehicle Polisher  - වාහන පොලිෂර් ,Colour Pro (Pvt) Ltd,Gampaha,Full-Time,19/05/2022 ,automobile
60,Maintenance Assistant - Male | නඩත්තු සහකාර - පිරිමි,Mega Pay (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,automobile
61,Workshop Foreman - Puttalam,Ideal Group,Puttalam,Full-Time,17/05/2022 ,automobile
62,Sales Executive - Key Accounts - AMW - Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,24/05/2022 ,automobile
63,Supervisor - Spare Parts Sale - Colombo,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,17/05/2022 ,automobile
64,Sales Officer | AML | Galle,Associated Motorways (Pvt) Limited (AMW),Galle,Full-Time,26/05/2022 ,automobile
65,IT Support Coordinator | AMW | Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,26/05/2022 ,automobile
66,නිෂ්පාදන සහකාර - Associate (Production) | Welipenna,Ideal Group,Kalutara,Full-Time,17/05/2022 ,automobile
67,Skilled Tinker / Semi Skilled Tinker / Helper,Colour Pro (Pvt) Ltd,Gampaha,Full-Time,17/05/2022 ,automobile
68,Branch Manager ,Perera Tyre Service PVT LTD.,Colombo,Full-Time,18/05/2022 ,automobile
69,Business Process Manager | AMW | Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,25/05/2022 ,automobile
70,Senior Sales Executive | AMW | Anuradhapura,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,24/05/2022 ,automobile
71,Technician - Vehicle Inspectors,Greasemonkey Automobile Private Limited,Colombo,Full-Time,20/05/2022 ,automobile
72,Junior Sales Executive - Panchikawatte,Ideal Group,Colombo,Full-Time,25/05/2022 ,automobile
73,Senior Human Resources Business Partner| AMW |Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,26/05/2022 ,automobile
74,යතුරු පැදි කාර්මික ශිල්පීන් | Motorcycle technicians,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,25/05/2022 ,automobile
75,Junior Business Analyst CNH | AMW| Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,25/05/2022 ,automobile
76,Vacancies at Finland - Car Factory   ,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,25/05/2022 ,automobile
77,Assistant Manager / Manager - Supply Chain | Welipenna,Ideal Group,Kalutara,Full-Time,25/05/2022 ,automobile
78,Assistant Stores Executive -  Puttalam,Ideal Group,Puttalam,Full-Time,25/05/2022 ,automobile
79,Stores Executive | Yakkala,Ideal Group,Gampaha,Full-Time,25/05/2022 ,automobile
