,Title,Employee,Location,type,Expire_date
1397,Accounts Executive | Wellawatta,Abans PLC,Colombo,Full-Time,16/05/2022 
1398,Management Trainee,Abans PLC,Colombo,Full-Time,16/05/2022 
1399,Medical Officer ,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1400,Delivery Riders - Gampaha (Male/Female) - Pickme Food,PickMe,Gampaha,Full-Time,16/05/2022 
1401,Delivery Riders - Kandy (Male/Female) - Pickme Flash,PickMe,Kandy,Full-Time,16/05/2022 
1402,Delivery Riders - Kandy (Male/Female) - Pickme Food,PickMe,Kandy,Full-Time,16/05/2022 
1403,Delivery Riders - Gampaha (Male/Female) - Pickme Flash,PickMe,Gampaha,Full-Time,16/05/2022 
1404,Delivery Riders - Nugegoda (Male/Female) - Pickme Flash,PickMe,Colombo,Full-Time or Part-Time,16/05/2022 
1405,Coordinator,Abans PLC,Colombo,Full-Time,16/05/2022 
1406,Female Delivery Riders - PickMe Lady,PickMe,"Colombo,Kandy,Gamp...",Full-Time or Part-Time,16/05/2022 
1407,Delivery Riders - Colombo (Male/Female) - Pickme Flash,PickMe,Colombo,Full-Time,16/05/2022 
1408,A/C Technician - A/C කාර්මික ශිල්පියා,Abans PLC,Colombo,Full-Time,16/05/2022 
1409,Delivery Riders - Kurunegala (Male/Female) - Pickme Food,PickMe,Kurunagala,Full-Time,16/05/2022 
1410,Middleware and Database Administrator,Abans PLC,Colombo,Full-Time,16/05/2022 
1411,Associate Software Engineers (Mobile Applications),PayMedia,Colombo,Full-Time,16/05/2022 
1412,Welder - පෑස්සුම්කරු,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1413,Radiographer,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1414,Staff Nurse,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1415,Supervisor / Technical Officer-Aluminium,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1416,Gold Loan Officer,Citizens Development Business Finance PLC (CDB),"Colombo,Gampaha,Ka...",Full-Time,16/05/2022 
1417,Draughtsman - කෙටුම්පත්කරු,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1418,Helper - සහායකයා,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1419,Audit Executive,Abans PLC,Colombo,Full-Time,16/05/2022 
1420,Senior Manager / Manager  / Strategic Planning Analyst,ICT Agency of Sri Lanka,Colombo,Full-Time,16/05/2022 
1421,SEO Specialist ,Socobee (PVT) LTD,"WorkingFromHome,I...",Full-Time,16/05/2022 
1422,Graphic Designer,Venture Forth (Private) Limited,Colombo,Full-Time,16/05/2022 
1423,Senior Software Engineer - Java,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,16/05/2022 
1424,Software Engineer - JAVA,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,16/05/2022 
1425,Executive Secretary,Zentech Global PVT LTD,"WorkingFromHome,I...",Part-Time,16/05/2022 
1426,Technology Lead - Java,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,16/05/2022 
1427,Quality Assurance Lead / Senior QA Engineer,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,16/05/2022 
1428,Digital Marketing Specialist,Socobee (PVT) LTD,WorkingFromHome,Full-Time,16/05/2022 
1429,Database Engineer / Senior Database Engineer,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,16/05/2022 
1430,Assistant Manager - Human Resources,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1431,Web Designer Developer - Female,MyWEB information systems,Gampaha,Full-Time,16/05/2022 
1432,.NET Software Engineer,XpressJobs ,Colombo,Full-Time,16/05/2022 
1433,Senior Software Engineer,Pyxeda (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1434,Walk In interview : Internship – Marketing / Management / Data Science /IT,Durdans Hospital,Colombo,Full-Time,16/05/2022 
1435,Back End and Full Stack Developer,Pyxeda (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1436,Customer Relationship Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,16/05/2022 
1437,English Teacher,AIESEC Sri Lanka,ForeignJob,Full-Time,16/05/2022 
1438,Business Development Executive (Galle / Matara / Anuradhapura / Ratnapura),Durdans Hospital,"Galle,Anuradhapura,...",Full-Time,16/05/2022 
1439,Creative Writer (English),Durdans Hospital,Colombo,Full-Time,16/05/2022 
1440,Finance Assistant,Pizza Hut Sri Lanka,Colombo,Full-Time,16/05/2022 
1441,Administrative Coordinator,Pyxeda (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1442,කර්මාන්තශාලා සහයක / Store Assistant (බොල්ලෑගල - කැලණිය),Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1443,Delivery Rider ( Full- Time) - Embuldeniya,Pizza Hut Sri Lanka,Colombo,Full-Time or Part-Time,16/05/2022 
1444,Crew Member - (Full Time),Domino's Pizza Sri Lanka,IslandWide,Full-Time,16/05/2022 
1445,Associate QA Engineers,Avenir IT (Pvt) Ltd,Kandy,Full-Time,16/05/2022 
1446,Software Engineer,Avenir IT (Pvt) Ltd,Kandy,Full-Time,16/05/2022 
1447,Delivery Rider (Full Time) ,Domino's Pizza Sri Lanka,IslandWide,Full-Time,16/05/2022 
1448,Crew Member (Part Time) ,Domino's Pizza Sri Lanka,IslandWide,Part-Time,16/05/2022 
1449,Delivery Rider  (Part Time) ,Domino's Pizza Sri Lanka,IslandWide,Part-Time,16/05/2022 
1450,Crew Member - (Full Time) - Pitakotte,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1451,Crew Member - (Full Time) - Nawala,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1452,Maintenance – Team member,Pizza Hut Sri Lanka,Colombo,Full-Time,16/05/2022 
1453,Crew Member - (Full Time) - Seeduwa,Domino's Pizza Sri Lanka,Gampaha,Full-Time,16/05/2022 
1454,Crew Member - (Full Time) - Kiribathgoda,Domino's Pizza Sri Lanka,"Colombo,Gampaha",Full-Time,16/05/2022 
1455,Crew Member - (Full Time) - Piliyandala,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1456,Crew Member - (Full Time) - Aluthgama,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1457,Crew Member - (Full Time) - Kottawa,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1458,Python Backend Software Engineer / Senior Software Engineer,VitalHub Innovations Lab,Colombo,Full-Time,16/05/2022 
1459,Crew Member - (Full Time) - Union Place,Domino's Pizza Sri Lanka,Colombo,Full-Time,16/05/2022 
1460,Projects Coordinator (Intern),Magic Labs,"WorkingFromHome,I...",Part-Time,16/05/2022 
1461,Design and Marketing Specialist,Rocket by Edmeades-Simpson,Colombo,Full-Time,19/05/2022 
1462,Junior Creative Director (Visual Strategist) ,Visual Studios,Colombo,Full-Time,16/05/2022 
1463,Java Full Stack Software Engineer,VitalHub Innovations Lab,Colombo,Full-Time,16/05/2022 
1464,Tele Calling Agents (Fixed Term Contract) - Colombo,Nations Trust Bank,Colombo,Contract Basis,16/05/2022 
1465,Junior Social Media Executive,Magic Labs,Colombo,Full-Time,16/05/2022 
1466,Sales Executive,Visual Studios,Colombo,Full-Time,16/05/2022 
1467,Head of Digital/Lead Creative Strategist,Magic Labs,Colombo,Full-Time,16/05/2022 
1468,Buying Assistant,ISM Solutions,Colombo,Full-Time,16/05/2022 
1469,Business Development Officers - Kandy / Kurunegala,Nations Trust Bank,"Kandy,Kurunagala",Full-Time,16/05/2022 
1470,HR Executive / Assistant (Nawala/Pagoda),Kay Jay Electronics (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1471,Operations Manager (Digital) - Immediate Hire,Visual Studios,Colombo,Full-Time,16/05/2022 
1472,Client Services Associate ,Visual Studios,Colombo,Full-Time,16/05/2022 
1473,Account Planner - Immediate Hire,Visual Studios,Colombo,Full-Time,16/05/2022 
1474,Senior Software Engineer – .NET,Rootcode (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1475,HR Assistant - Female,Vintage Teas Ceylon (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1476,Graphic Designer,Visual Studios,Colombo,Full-Time,16/05/2022 
1477,Creative Director - Immediate Hire,Visual Studios,Colombo,Full-Time,16/05/2022 
1478,Senior Tech Lead / Tech Lead – .NET,Rootcode (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1479,Videographer / Video Editor - Immediate Hire,Visual Studios,Colombo,Full-Time,16/05/2022 
1480,Branch Manager / Branch In Charge,Asia Asset Finance PLC,"Colombo,Kandy,Ampa...",Full-Time,16/05/2022 
1481,Gold Loans Pawning Officers - Executive/Assistants,Asia Asset Finance PLC,"Colombo,Galle,Jaff...",Full-Time,16/05/2022 
1482,Business Analyst - ERP ,BLUE LOTUS 360°,Colombo,Full-Time,16/05/2022 
1483,"Deputy Analyst (Junior Executive) – Human Resource Operations - Avissawella, Katunayake, Polonnaruwa & Giritale",Accenture Lanka,"Colombo,Gampaha,Po...",Full-Time,12/05/2022 
1484,PHP/eCommerce Developer,BLUE LOTUS 360°,Colombo,Full-Time,16/05/2022 
1485,Trainee / Assistant (Fixed Deposits Operations),Asia Asset Finance PLC,Colombo,Full-Time,16/05/2022 
1486,Branch In Charge (Executive/Senior Executive) - Naula/ Katugastota/ Badulla/ Batticaloa/ Vavuniya/ Mannar/ Jaffna/ Bogawantalawa/ Agarapathana/ Pottuvil/ Bogawantalawa/ Agarapathana/ Wattegama/ Hawaeliya/ Badulla,Asia Asset Finance PLC,"Kandy,Ampara,Badul...",Full-Time,16/05/2022 
1487,Recovery Officers - Chavankachchery/ Digana/ Moratuwa/ Kurunegala/ Kalutara/ Wennappuwa/ Hatton,Asia Asset Finance PLC,"Colombo,Kandy,Jaff...",Full-Time,16/05/2022 
1488,Branch Manager ,Asia Asset Finance PLC,IslandWide,Full-Time,16/05/2022 
1489,Call Centre Trainees/Assistants,Asia Asset Finance PLC,Colombo,Full-Time,16/05/2022 
1490,Store Manager - Kandy / Kurunegala,ODEL PLC,"Kandy,Kurunagala",Full-Time,16/05/2022 
1491,Manager - Alternate Channels,Nations Trust Bank,Colombo,Full-Time,16/05/2022 
1492,Trainees - Operations / Finance / Gold Loans,Asia Asset Finance PLC,IslandWide,Full-Time,16/05/2022 
1493,Deputy Manager - Internal Audit,Nations Trust Bank,Colombo,Full-Time,16/05/2022 
1494,UI/UX Designer,Cabbage Apps,Colombo,Full-Time,12/05/2022 
1495,Department Manager - Fashion,ODEL PLC,Colombo,Full-Time,16/05/2022 
1496,Store Manager - Panadura,ODEL PLC,Kalutara,Full-Time,16/05/2022 
1497,Senior Audit Executive,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,16/05/2022 
1498,Service Desk  ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,16/05/2022 
1499,Documentation Specialist - Power Point Presentation,RR Donnelley Outsource (Pvt) Ltd​,Colombo,Full-Time,12/05/2022 
1500,Sales Colleague - Islandwide ,ODEL PLC,IslandWide,Full-Time,20/05/2022 
1501,ජලනල කාර්මික | Plumber - කෙරවලපිටිය,Keells ,Colombo,Full-Time,16/05/2022 
1502,Senior Software Engineer - PHP,Apex Technologies Private Limited,Colombo,Full-Time,14/05/2022 
1503,Associate Project Manager (Salary Pegged to Euro) ,Aexis Medical Lanka (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1504,Business Development - Intern,Greasemonkey Automobile Private Limited,Colombo,Full-Time,16/05/2022 
1505,විදුලි කාර්මික | Electrician - කෙරවලපිටිය ,Keells ,Colombo,Full-Time,16/05/2022 
1506,ශීතාගාර කාර්මික | Refrigeration Technicians (Cold Rooms) - කෙරවලපිටිය	,Keells ,Colombo,Full-Time,16/05/2022 
1507,Store Supervisor,ODEL PLC,Colombo,Full-Time,16/05/2022 
1508,Junior Internal Auditor - Male,Java Institute For Advanced Technology,Colombo,Full-Time,20/05/2022 
1509,HVAC කාර්මික | HVAC Technician - කෙරවලපිටිය,Keells ,Colombo,Full-Time,16/05/2022 
1510,Associate Level I - Tax & Accounting ,GSK Partners,Colombo,Full-Time,13/05/2022 
1511,Associate Level II - Tax & Accounting ,GSK Partners,Colombo,Full-Time,13/05/2022 
1512,Senior Software Engineer,Codimite (PVT) LTD,Colombo,Full-Time,13/05/2022 
1513,Receptionist / Front Office - Male,YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLOMBO,Colombo,Full-Time,13/05/2022 
1514,Full Stack Software Engineer (.NET),Ventrek Innovations (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1515,Restaurant Hostess,Jagro (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1516,Senior Procurement Projects Executive,Unilever Sri Lanka,Colombo,Contract Basis,13/05/2022 
1517,Sales & Marketing Executives ,Lion Express,Colombo,Full-Time,13/05/2022 
1518,"Senior Engineer / Tech Lead - React,Java",ESSHVA,Colombo,Full-Time,14/05/2022 
1519,DevOps Engineers (Azure),Ventrek Innovations (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1520,Senior QA Engineer (Automation),Insighture,Colombo,Full-Time,13/05/2022 
1521, Lead/Senior Software Engineer (.NET) - Support,Insighture,Colombo,Full-Time,13/05/2022 
1522,Quality Assurance Engineer,Vetstoria,Colombo,Full-Time,13/05/2022 
1523,Senior Software Engineer - PHP,Vetstoria,Colombo,Full-Time,13/05/2022 
1524,Ruby on Rails (RoR) Developer,Cashwagon,Colombo,Full-Time,13/05/2022 
1525,Product Implementation / Support Engineer,Vetstoria,Colombo,Full-Time,13/05/2022 
1526,Software Engineer | Work From Home - Jaffna,UnicomSD,"Jaffna,WorkingFrom...",Full-Time,13/05/2022 
1527,Dynamics CRM Consultant,IPD Colombo,Colombo,Full-Time,13/05/2022 
1528,Research and Development (R&D) Chef,The Urban Spice Shop (Pvt) Ltd,Colombo,Part-Time,13/05/2022 
1529,Java Tech Lead,Vetstoria,Colombo,Full-Time,13/05/2022 
1530,Sales Executive ,NextEn (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1531,Senior Programmers .Net Core,myPOS Software Solutions (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1532,Senior DevOps Engineer,Kainovation Technologies,Colombo,Full-Time,13/05/2022 
1533,Lead/Senior Software Engineer (.NET) - Delivery,Insighture,Colombo,Full-Time,13/05/2022 
1534,Senior Fullstack Engineer MERN,Kainovation Technologies,Colombo,Full-Time,13/05/2022 
1535,Digital Marketing Executives,College of Contract Management United Kingdom,Colombo,Permanent,13/05/2022 
1536,Digital Marketing Executive,International Techno-Marketing Services (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1537,Customer Service Associates ,Washapp,Colombo,Full-Time,13/05/2022 
1538,Tech Lead/ Associate Tech Lead - ReactJS,Noetic Marketing Technologies Pvt Ltd,Colombo,Full-Time,13/05/2022 
1539,Project Associate,Freedom Business Services (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1540,Junior Operations Assistant - Matugama,Citizens Development Business Finance PLC (CDB),Kalutara,Full-Time,13/05/2022 
1541,Medical Officer - Maternity Ward,Nawaloka Hospitals PLC,Colombo,Full-Time,13/05/2022 
1542,Sales Representative,Piyadasa Distributors (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1543,Showroom Managers/Showroom Staffs,Aroma Bliss Ceylon,Colombo,Full-Time,13/05/2022 
1544,Senior Software Engineer (Java),Creative Software,Colombo,Full-Time,13/05/2022 
1545,Junior Operations Assistant - Mahiyanganaya,Citizens Development Business Finance PLC (CDB),Badulla,Full-Time,13/05/2022 
1546,Estimator,The Associated Newspapers of Ceylon Limited,Colombo,Full-Time,13/05/2022 
1547,Associate Technical Lead (Xamarin),Creative Software,Colombo,Full-Time,13/05/2022 
1548,Junior Operations Assistant - Boralesgamuwa,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,13/05/2022 
1549,Medical Officer,Medispot (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1550,කෝකිවරයන් - බියගම / කැලණිය  / වවුනියාව | Cooks - Biyagama / Kelaniya / Vavuniya,Raffles Consolidated (Pvt) Ltd,Colombo,Permanent,13/05/2022 
1551,Receptionist cum Admin Officer,Ranwatta & Company ,Colombo,Full-Time,12/05/2022 
1552,Qualified Chefs and Hospitality Professionals,Affinity Migration,Colombo,Full-Time,13/05/2022 
1553,සුපවේදී - කැලණිය / මාලබේ | Chef - Kelaniya / Malabe,Raffles Consolidated (Pvt) Ltd,Colombo,Permanent,13/05/2022 
1554,Legal Executive Assistant,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1555,Senior Executive / Executive Administration - Rathmalana,Ideal Group,Colombo,Full-Time,13/05/2022 
1556,Stores Assistant - Rathmalana/Yakkala,Ideal Group,"Colombo,Gampaha",Full-Time,13/05/2022 
1557,Local Purchasing Executive - Male,Abans PLC,Colombo,Full-Time,13/05/2022 
1558,Accounts Assistant - Male,Abans PLC,Colombo,Full-Time,13/05/2022 
1559,Admin Executive - Rathmalana,Ideal Group,Colombo,Full-Time,13/05/2022 
1560,ServiceNow Developer,ESSHVA,Colombo,Full-Time,13/05/2022 
1561,Marketing Executive - Female,Prime Entertainment,Colombo,Full-Time,13/05/2022 
1562,Audit Executive,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1563,Sales Executives - Moratuwa,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1564,Commi I / Commi II / Commi III / Cashier - (Trainee/Experienced) - Mount Lavania,Softlogic GLOMARK,Colombo,Full-Time,13/05/2022 
1565,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Mount Lavania,Softlogic GLOMARK,Colombo,Full-Time,13/05/2022 
1566,Maintenance Technician | නඩත්තු කාර්මික,Raffles Consolidated (Pvt) Ltd,Colombo,Permanent,13/05/2022 
1567,Commi I/ Commi II / Commi III / Cashier - (Trainee/Experienced) - Nawala,Softlogic GLOMARK,Colombo,Full-Time,13/05/2022 
1568,Trolly Pusher & Baggers - Part Time - Malabe,Softlogic GLOMARK,Colombo,Part-Time,13/05/2022 
1569,Trolly Pusher & Baggers - Part Time - Negombo,Softlogic GLOMARK,Gampaha,Part-Time,13/05/2022 
1570,Assistant Manager - Consulting Administrative Support Assistant ,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1571,Testing Automation /  Testing Selenium – Manager,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1572,Consulting  Automation Testing Senior,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1573,Senior - Consulting Data Analytics Testing,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1574,Product Executives,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1575,Consulting -Digital & Emerging Technologies – Technical Project Manager ,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1576,Consulting Administrative Support Assistant,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1577,Business Development Executive,Emerging Media,Colombo,Full-Time,13/05/2022 
1578,Senior - Consulting Administrative Support Assistant ,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1579,Consulting Digital & Emerging Technologies – .Net Senior ,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1580,Fund Manager,Commercial Bank of Ceylon PLC,Colombo,Full-Time,13/05/2022 
1581,Demi Chef (Pastry & Bakery),Delifrance Sri Lanka ,Colombo,Full-Time,13/05/2022 
1582,Investment Analyst,Commercial Bank of Ceylon PLC,Colombo,Full-Time,13/05/2022 
1583,Financial Controller,Beijing Enterprises Water Group Limited,Colombo,Full-Time,13/05/2022 
1584,Chief Information Officer,Commercial Bank of Ceylon PLC,Colombo,Full-Time,13/05/2022 
1585,Consulting Digital & Emerging Technologies – Java Senior ,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1586,Consulting Digital & Emerging Technologies – Java Staff,EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1587,Consulting Digital & Emerging Technologies – .Net Staff,EY Global Delivery Services,Colombo,Full-Time,12/05/2022 
1588,Manager (Solution Architect),EY Global Delivery Services,Colombo,Full-Time,13/05/2022 
1589,Portfolio Manager,Commercial Bank of Ceylon PLC,Colombo,Full-Time,13/05/2022 
1590,Sales Executives / Sales Associate /  Junior Sales Associates,Global Leading Conferences (Pvt.) Ltd,Colombo,Full-Time,13/05/2022 
